Curve,FPR,TPR,TPR_Lower,TPR_Upper,AUC,AUC_CI_Lower,AUC_CI_Upper
Fusion,0.592964824120603,0.9669994789870759,0.9504360284753289,0.9811338487728756,,,
Fusion,0.5979899497487438,0.9674763818805844,0.9505494505494505,0.9814479832336975,,,
Fusion,0.6030150753768845,0.9679053625824762,0.951073518872432,0.9816849816849816,,,
Fusion,0.6080402010050251,0.9682986547053412,0.9516916989664083,0.9818865060712887,,,
Fusion,0.6130653266331658,0.9687639703036178,0.9519568842462555,0.9820804531490016,,,
Fusion,0.6180904522613065,0.9692652666772507,0.9519721742368288,0.9823959105510255,,,
Fusion,0.6231155778894473,0.9697206456577756,0.9525483304042179,0.9833333333333333,,,
Fusion,0.628140703517588,0.9702386239080426,0.9530934806528516,0.9836668014676873,,,
Fusion,0.6331658291457286,0.9707628626640246,0.9538690300004604,0.9841604313380281,,,
Fusion,0.6381909547738693,0.9713481517225145,0.9543777179839134,0.9852941176470589,,,
Fusion,0.6432160804020101,0.9719622274607219,0.9545413072329131,0.9854816013046109,,,
Fusion,0.6482412060301508,0.9726072225853288,0.95578074403193,0.9858419565794198,,,
Fusion,0.6532663316582915,0.9732412727171176,0.9561528464778004,0.986768731821758,,,
Fusion,0.6582914572864321,0.9738962063492986,0.9580998919113674,0.9870135882635882,,,
Fusion,0.6633165829145728,0.9745676783238199,0.958404984668606,0.9870639603772691,,,
Fusion,0.6683417085427136,0.9751255715658457,0.9591817767999392,0.9874326750448833,,,
Fusion,0.6733668341708543,0.9755922803714984,0.9602888086642599,0.9874787547154168,,,
Fusion,0.678391959798995,0.976156771403452,0.9608835972111265,0.9876122553907516,,,
Fusion,0.6834170854271356,0.9766862470263655,0.9613949697251979,0.9878874862139593,,,
Fusion,0.6884422110552764,0.977130402641781,0.9625116186332089,0.9887445394976337,,,
Fusion,0.6934673366834171,0.9775158717229897,0.9635888228996222,0.988890931372549,,,
Fusion,0.6984924623115578,0.9778727673870071,0.963853239043129,0.9891314157902997,,,
Fusion,0.7035175879396985,0.978176631856824,0.9642825140809012,0.9891314157902997,,,
Fusion,0.7085427135678392,0.9785227994915416,0.9645986261965764,0.9892304030872046,,,
Fusion,0.7135678391959799,0.978763729525502,0.9653872653837017,0.9895118577075098,,,
Fusion,0.7185929648241206,0.9791454794397443,0.9661196584502616,0.9896395237419263,,,
Fusion,0.7236180904522613,0.9793909311585979,0.966125826860857,0.9906898767633004,,,
Fusion,0.7286432160804021,0.9797179681722328,0.9666001856203472,0.9908429093758162,,,
